实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2021-07-16,年度分红,,,1.8,2021-07-21,2021-07-22,2021-07-22,,10派1.8元(含税),2020年报
2022-06-14,年度分红,,,2.5,2022-06-20,2022-06-21,2022-06-21,,10派2.5元(含税),2021年报
2023-05-31,年度分红,,,2.9,2023-06-07,2023-06-08,2023-06-08,,10派2.9元(含税),2022年报
2024-06-06,年度分红,,,3.1,2024-06-13,2024-06-14,2024-06-14,,10派3.1元(含税),2023年报
2024-12-04,中期分红,,,1.5,2024-12-11,2024-12-12,2024-12-12,,10派1.5元(含税),2024半年报
2025-06-18,年度分红,,,1.6,2025-06-25,2025-06-26,2025-06-26,,10派1.6元(含税),2024年报
2025-11-27,中期分红,,,1.4,2025-12-04,2025-12-05,2025-12-05,,10派1.4元(含税),2025半年报
2026-06-18,年度分红,,,1.1,2026-06-25,2026-06-26,2026-06-26,,10派1.1元(含税),2025年报
