选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231,20131231,20121231,20111231,20101231,20091231,20071231,20061231
常用指标,归母净利润,634542000.0,2309132000.0,1832667000.0,1379266000.0,617657000.0,2252133000.0,1765957000.0,1332364000.0,598932000.0,2200488000.0,1675879000.0,1230876000.0,547415000.0,2001129000.0,1443030000.0,1019992000.0,444387000.0,1580041000.0,1195264000.0,783005000.0,362714000.0,1311612000.0,1001726000.0,676114000.0,342324000.0,1249624000.0,959716000.0,644103000.0,303472000.0,1095517000.0,862354000.0,578535000.0,266639000.0,994948000.0,771282000.0,521820000.0,238059000.0,892768000.0,698196000.0,472632000.0,215508000.0,833336000.0,639281460.0,427708358.69,925617136.63,925355773.08,865019990.47,726870456.61,556150000.0,344060000.0,205791650.81,88000028.0
常用指标,营业总收入,1385427000.0,4819401000.0,3765473000.0,2645165000.0,1350376000.0,4725784000.0,3625287000.0,2557139000.0,1304309000.0,4537523000.0,3491799000.0,2400460000.0,1241972000.0,4480307000.0,3461068000.0,2335648000.0,1198281000.0,4349269000.0,3246080000.0,2188991000.0,1098684000.0,3896011000.0,2870715000.0,1963580000.0,1060352000.0,3539711000.0,2564556000.0,1655753000.0,809371000.0,3192181000.0,2389522000.0,1581594000.0,770035000.0,2851464000.0,2139785000.0,1385532000.0,673934000.0,2519896000.0,1903274000.0,1227630000.0,593619000.0,2396607000.0,1785677800.0,1211203056.21,2278312293.65,2059245356.66,1991745056.54,1716599253.97,1918000000.0,1896710000.0,607588020.49,460703806.1
常用指标,营业成本,689362000.0,2319392000.0,1749265000.0,1142031000.0,676178000.0,2229493000.0,1685318000.0,1106723000.0,657872000.0,2148248000.0,1622408000.0,1018950000.0,628133000.0,2241329000.0,1884356000.0,1231495000.0,712183000.0,2572524000.0,1876224000.0,1286941000.0,686265000.0,2400501000.0,1713539000.0,1177279000.0,658373000.0,2077819000.0,1414570000.0,879403000.0,451375000.0,1877291000.0,1318448000.0,864696000.0,441802000.0,1600001000.0,1177324000.0,734965000.0,374438000.0,1425600000.0,1014204000.0,642017000.0,331237000.0,1298476000.0,926275350.0,631636020.94,1171993903.61,897730112.53,868763810.57,739302299.33,,388740000.0,345700165.89,410260413.43
常用指标,净利润,635374000.0,2308141000.0,1835410000.0,1380870000.0,618892000.0,2253216000.0,1769758000.0,1335227000.0,601079000.0,2207805000.0,1682748000.0,1236991000.0,550929000.0,2011988000.0,1451982000.0,1023954000.0,446979000.0,1617890000.0,1230408000.0,806512000.0,367542000.0,1321960000.0,1006290000.0,681568000.0,344075000.0,1251952000.0,965882000.0,649236000.0,304158000.0,1075753000.0,861607000.0,577147000.0,266039000.0,992916000.0,771205000.0,521259000.0,236213000.0,883527000.0,698495000.0,469105000.0,212332000.0,819014000.0,632994550.0,420028760.87,917762608.07,932040999.31,867786503.52,734732660.67,556150000.0,344060000.0,205791650.81,88000028.0
常用指标,扣非净利润,635932000.0,2304280000.0,1829967000.0,1377353000.0,615971000.0,2194819000.0,1714320000.0,1288503000.0,597866000.0,2023903000.0,1615546000.0,1199005000.0,537834000.0,1912424000.0,1375987000.0,984881000.0,436441000.0,1563482000.0,1194799000.0,783432000.0,361812000.0,1306401000.0,999998000.0,676517000.0,344207000.0,1253516000.0,965752000.0,650063000.0,306320000.0,1108175000.0,867478000.0,581919000.0,269372000.0,1014524000.0,782109000.0,526903000.0,236911000.0,894422000.0,699971450.0,473959000.0,217729000.0,889389000.0,685308410.0,456300000.0,881782000.0,905249000.0,863228490.0,,,,,
常用指标,股东权益合计(净资产),23704296000.0,23011829000.0,24470381000.0,24586152000.0,23782511000.0,23366174000.0,22778738000.0,22848094000.0,22051348000.0,21199513000.0,20812930000.0,20825549000.0,20069087000.0,19520109000.0,17009590000.0,16918601000.0,16368236000.0,15924161000.0,15560753000.0,15482340000.0,14501753000.0,14070289000.0,12136782000.0,11981259000.0,12187716000.0,11730248000.0,11402394000.0,11057133000.0,11070700000.0,10928958000.0,10646326000.0,10336454000.0,10272176000.0,9351950000.0,9209793000.0,8980959000.0,9024546000.0,8872707000.0,8824254090.0,7770766957.02,7543030659.93,7317888000.0,,6780555000.0,6536881663.83,5776843827.46,5083869886.6,4372389301.92,2588740000.0,2098080000.0,1076528632.7,892336481.89
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-1457767000.0,11631133000.0,7011326000.0,4678358000.0,40702000.0,7539504000.0,9189399000.0,5011237000.0,5581389000.0,6087934000.0,7673873000.0,3349154000.0,9631965000.0,1681089000.0,2068913000.0,1165834000.0,2796695000.0,7221939000.0,6354444000.0,961474000.0,1945996000.0,9486903000.0,10460877000.0,9817218000.0,4042993000.0,4005455000.0,8152776000.0,2035659000.0,2217974000.0,-3956915000.0,-3220648000.0,-1909497000.0,-3665325000.0,6237020000.0,3936448000.0,1899375000.0,4208886000.0,3091109000.0,-2682291000.0,1940276000.0,-1260221000.0,11611578000.0,1243316500.0,5965225029.76,8882102630.64,-1330922679.02,4363721078.3,5975032166.49,,,,
常用指标,基本每股收益,0.29,1.01,0.82,0.62,0.28,0.98,0.8,0.6,0.27,0.98,0.77,0.56,0.25,1.02,0.76,0.53,0.24,0.81,0.64,0.42,0.2,0.71,0.54,0.37,0.19,0.68,0.52,0.35,0.16,0.59,0.47,0.31,0.14,0.54,0.42,0.28,0.13,0.52,0.42,0.28,0.13,0.5,0.38,0.26,0.56,0.56,0.52,,,,,
