实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2018-06-01,年度分红,,,2.8,2018-06-07,2018-06-08,2018-06-08,,10派2.8元(含税),2017年报
2019-07-12,年度分红,,,3.5,2019-07-18,2019-07-19,2019-07-19,,10派3.5元(含税),2018年报
2020-07-04,年度分红,,,4.2,2020-07-10,2020-07-13,2020-07-13,,10派4.2元(含税),2019年报
2021-06-22,年度分红,,,4.6,2021-06-25,2021-06-28,2021-06-28,,10派4.6元(含税),2020年报
2022-06-22,年度分红,,,6.3,2022-06-28,2022-06-29,2022-06-29,,10派6.3元(含税),2021年报
2023-07-19,年度分红,,,7.6793,2023-07-25,2023-07-26,2023-07-26,,10派7.6793元(含税),2022年报
2024-06-27,年度分红,,,8.968,2024-07-04,2024-07-05,2024-07-05,,10派8.968元(含税),2023年报
2025-07-22,年度分红,,,8.91,2025-07-25,2025-07-28,2025-07-28,,10派8.91元(含税),2024年报
2026-07-07,年度分红,,,9.21,2026-07-10,2026-07-13,2026-07-13,,10派9.21元(含税),2025年报
