选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231,20131231,20121231,20111231,20101231,20091231,20081231,20071231,20061231,20051231,20041231,20001231,19991231
常用指标,归母净利润,462080000.0,2043283000.0,1708446000.0,1178293000.0,439861000.0,1944994000.0,1626903000.0,1119784000.0,414204000.0,1742586000.0,1450314000.0,968301000.0,357597000.0,1501757000.0,1252344000.0,839889000.0,308367000.0,1160354000.0,1038017000.0,694767000.0,254100000.0,951460000.0,883358000.0,592875000.0,242519000.0,913227000.0,827739000.0,579923000.0,218567000.0,802175000.0,719054000.0,505218000.0,195138000.0,731115000.0,618555000.0,437763000.0,170231000.0,650290000.0,562580000.0,391564000.0,155004000.0,604448000.0,535488000.0,382807000.0,767744000.0,964508000.0,863683000.0,761507000.0,542351000.0,365499000.0,369497000.0,334723000.0,205781000.0,197691603.81,157969857.23,6686984.3,832025.85
常用指标,营业总收入,1145592000.0,4212599000.0,3220961000.0,2280413000.0,1131735000.0,4174343000.0,3218293000.0,2275538000.0,1095689000.0,4045965000.0,3070163000.0,2095568000.0,991000000.0,4037449000.0,3054358000.0,2084573000.0,977535000.0,3834238000.0,2862109000.0,1959809000.0,919210000.0,3752835000.0,2801972000.0,1924484000.0,926829000.0,3520840000.0,2609004000.0,1743784000.0,874010000.0,3149536000.0,2290650000.0,1519253000.0,698237000.0,2725991000.0,2053576000.0,1364045000.0,622053000.0,2305871000.0,1735176000.0,1145298000.0,549787000.0,2368467000.0,1782636000.0,1195524000.0,2430010000.0,2283746000.0,2105805000.0,1710451000.0,1218896000.0,989733000.0,1017297000.0,897911000.0,696727000.0,513653749.01,392949599.04,123982501.71,86898825.49
常用指标,营业成本,611780000.0,1877285000.0,1111165000.0,894386000.0,639604000.0,2066020000.0,1372363000.0,1071235000.0,644985000.0,2144593000.0,1386112000.0,973332000.0,602968000.0,2350580000.0,1649034000.0,1077857000.0,632394000.0,2577633000.0,1568433000.0,1166830000.0,627613000.0,2684900000.0,1807318000.0,1221940000.0,643843000.0,2518321000.0,1685692000.0,1089191000.0,621191000.0,2251523000.0,1473038000.0,941410000.0,463213000.0,1865909000.0,1314371000.0,846434000.0,410743000.0,1517066000.0,1049693000.0,663223000.0,353957000.0,1615610000.0,1110371000.0,706943000.0,1467624000.0,1087097000.0,1069870000.0,734637000.0,555510000.0,539477000.0,610765000.0,361963000.0,367445000.0,296301261.44,232149236.92,122930753.1,98256165.2
常用指标,净利润,461904000.0,2043379000.0,1708180000.0,1178343000.0,439828000.0,1945654000.0,1626028000.0,1120177000.0,411817000.0,1745335000.0,1454989000.0,974090000.0,358781000.0,1508949000.0,1256274000.0,843934000.0,310937000.0,1161439000.0,1045223000.0,695852000.0,256059000.0,958828000.0,884739000.0,590268000.0,243735000.0,915027000.0,830125000.0,581290000.0,220037000.0,810204000.0,724656000.0,509049000.0,198150000.0,738997000.0,624980000.0,440698000.0,174255000.0,659045000.0,572582000.0,396372000.0,161166000.0,611649000.0,544849000.0,387995000.0,776840000.0,972916000.0,871097000.0,767905000.0,544122000.0,365915000.0,369616000.0,334547000.0,205781000.0,197691603.81,157969857.23,6686984.3,832025.85
常用指标,扣非净利润,461291000.0,2028535000.0,1695311000.0,1173675000.0,436732000.0,1885603000.0,1603659000.0,1113395000.0,415468000.0,1658236000.0,1374989000.0,927482000.0,340360000.0,1422103000.0,1213411000.0,818910000.0,305313000.0,1126991000.0,1015763000.0,680057000.0,254147000.0,926199000.0,869712000.0,586380000.0,244717000.0,903255000.0,816999000.0,577424000.0,217610000.0,804646000.0,718575000.0,506287000.0,194351000.0,728300000.0,615696000.0,436451000.0,169238000.0,643400000.0,561257000.0,392208000.0,156818000.0,602992000.0,533802000.0,,755563000.0,944535000.0,,,,,,,,,,,
常用指标,股东权益合计(净资产),19379913000.0,18891318000.0,18701295000.0,18569128000.0,18375274000.0,18055700000.0,17133860000.0,16717651000.0,16137292000.0,15796762000.0,15554159000.0,15234953000.0,14827312000.0,14328226000.0,14516502000.0,13801895000.0,13640512000.0,13268267000.0,13165758000.0,12598045000.0,12484674000.0,12140188000.0,12114615000.0,11809346000.0,11975162000.0,11624839000.0,11473309000.0,11145511000.0,11295523000.0,9521359000.0,9328954000.0,8819316000.0,8687057000.0,8472803000.0,8400287000.0,8226476000.0,8034445000.0,7878785000.0,7136207000.0,6941755000.0,,6659750000.0,,6383948000.0,6105607000.0,5522189000.0,4820075000.0,4337096000.0,3636607000.0,1977080000.0,1658114000.0,1340095000.0,1034049000.0,929640580.25,716948976.44,195942407.18,173164456.53
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-5356504000.0,7421394000.0,7056444000.0,2601658000.0,1581934000.0,3114198000.0,-169657000.0,1823092000.0,-2395793000.0,5893864000.0,5219539000.0,8081337000.0,7638220000.0,6401348000.0,2470236000.0,3126674000.0,798683000.0,-1778939000.0,-3327254000.0,-3606794000.0,553291000.0,7358413000.0,9105049000.0,5989009000.0,5404407000.0,3787867000.0,-471520000.0,1213181000.0,-2084731000.0,2651796000.0,-720903000.0,-535567000.0,-3444294000.0,-776854000.0,-480807000.0,800586000.0,226762000.0,2541299000.0,1860178000.0,3266644000.0,1298577000.0,5477663000.0,2481534000.0,3868057000.0,-3470017000.0,39389000.0,2420919000.0,4484905000.0,2839961000.0,841801000.0,,,,,,,
常用指标,基本每股收益,0.23,1.01,0.85,0.58,0.24,0.97,0.9,0.55,0.23,0.97,0.8,0.54,0.2,0.83,0.69,0.47,0.17,0.64,0.58,0.39,0.14,0.53,0.49,0.33,0.13,0.51,0.47,0.33,0.12,0.5,0.45,0.32,0.13,0.5,0.44,0.3,0.12,0.49,0.43,0.3,0.15,0.6,0.53,0.38,0.77,0.96,0.86,0.76,,,,,,,,,
