实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2019-06-28,年度分红,,,2.8,2019-07-03,2019-07-04,2019-07-04,,10派2.8元(含税),2018年报
2020-07-09,年度分红,,,3.2,2020-07-14,2020-07-15,2020-07-15,,10派3.2元(含税),2019年报
2021-07-06,年度分红,,,3.2,2021-07-09,2021-07-12,2021-07-12,,10派3.2元(含税),2020年报
2022-07-27,年度分红,,,3.5,2022-08-01,2022-08-02,2022-08-02,,10派3.5元(含税),2021年报
2023-07-15,年度分红,,,3.5,2023-07-20,2023-07-21,2023-07-21,,10派3.5元(含税),2022年报
2024-07-10,年度分红,,,3.8,2024-07-15,2024-07-16,2024-07-16,,10派3.8元(含税),2023年报
2025-06-07,年度分红,,,4.2,2025-06-12,2025-06-13,2025-06-13,,10派4.2元(含税),2024年报
2025-09-19,中期分红,,,2.0,2025-09-25,2025-09-26,2025-09-26,,10派2元(含税),2025半年报
