选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160630,20160331,20151231,20150930,20150630,20141231,20131231,20121231,20111231,20101231,20091231,20081231,20071231,20061231,20051231
常用指标,归母净利润,755866000.0,2649947000.0,2033176000.0,1451660000.0,711993000.0,2558554000.0,1927036000.0,1336859000.0,682628000.0,2462237000.0,1905349000.0,1332751000.0,657729000.0,2424443000.0,1778975000.0,1227174000.0,607866000.0,2804324000.0,2030141000.0,1417876000.0,708223000.0,2756499000.0,1990910000.0,1347712000.0,770165000.0,2674990000.0,2010977000.0,1332766000.0,699509000.0,2361568000.0,1803788000.0,1200330000.0,608145000.0,2131020000.0,1652692000.0,1097984080.0,580641368.15,2011142478.0,1017793000.0,603176519.0,1989505798.0,1375251140.59,1001004691.31,1806889000.0,1630538000.0,1454869896.0,1107080827.36,825978716.43,715903746.84,676111604.86,112343478.28,107589637.81,
常用指标,营业总收入,2885902000.0,9965625000.0,7690989000.0,5204521000.0,2038926000.0,8190241000.0,5528823000.0,3621843000.0,1885441000.0,7204769000.0,5040594000.0,3424264000.0,1805241000.0,6567550000.0,4861542000.0,3253840000.0,1543037000.0,7203045000.0,5306937000.0,3555396000.0,1893709000.0,7137883000.0,5148890000.0,3365346000.0,1757803000.0,6845299000.0,5119448000.0,3392132000.0,1697518000.0,5975733000.0,4329140000.0,2675604000.0,1311139000.0,4926116000.0,3515889000.0,2310349679.0,1134251113.87,4517641392.0,2274738000.0,1151650476.0,4707736647.0,3334361647.03,2168379232.53,4104131000.0,3432244000.0,3112688794.0,2613193866.36,1423543499.22,1344888890.39,1115172539.1,886030570.11,809525411.58,
常用指标,营业成本,2142366000.0,7459270000.0,5771782000.0,3806921000.0,1342477000.0,5784627000.0,3728124000.0,2320723000.0,1186504000.0,4818490000.0,3098827000.0,2050146000.0,1105685000.0,4087607000.0,2974629000.0,1944392000.0,852746000.0,4140376000.0,3051859000.0,1959565000.0,1050366000.0,4051728000.0,2893316000.0,1813031000.0,810610000.0,3657193000.0,2729140000.0,1774105000.0,830802000.0,3072072000.0,2088478000.0,1202557000.0,558294000.0,2328029000.0,1393938665.0,953180857.0,361022686.18,1792702966.0,903925000.0,389595287.0,2099404291.0,1515070060.29,873912374.08,1681384000.0,1330312000.0,1197837105.0,1106919228.99,696431070.44,671345173.58,764503349.08,850891769.1,770758234.31,
常用指标,净利润,755906000.0,2647184000.0,2030791000.0,1450138000.0,710437000.0,2560509000.0,1928160000.0,1337695000.0,683090000.0,2464944000.0,1906355000.0,1333942000.0,657746000.0,2426144000.0,1780712000.0,1228339000.0,608421000.0,2807328000.0,2032196000.0,1418801000.0,708078000.0,2759398000.0,1990601000.0,1346860000.0,769169000.0,2678536000.0,2011387000.0,1332766000.0,700803000.0,2365168000.0,1807074000.0,1203178000.0,609510000.0,2101051000.0,1630044000.0,1075191432.0,580641368.15,2013513298.0,1016262000.0,603176519.0,1993813555.0,1375251140.59,1000749177.34,1810487000.0,1632050000.0,1455710761.0,1107287004.93,825707220.99,715768644.37,676111604.86,112343478.28,107589637.81,
常用指标,扣非净利润,754630000.0,2670724000.0,2054307000.0,1453618000.0,712183000.0,2554278000.0,1927579000.0,1337476000.0,682948000.0,2453248000.0,1902055000.0,1332562000.0,657709000.0,2424088000.0,1780518000.0,1227046000.0,613881000.0,2798504000.0,2027895000.0,1420113000.0,709992000.0,2752512000.0,1994754000.0,1358152000.0,782198000.0,2665689000.0,2007906000.0,1329588000.0,699355000.0,2339655000.0,1783518000.0,1179647974.0,,2023551268.0,,,,1978236921.0,1016197000.0,,1882250668.0,,,1807224000.0,1487255000.0,1461724900.0,1099695100.0,823415800.0,711159700.0,674320700.0,,,
常用指标,股东权益合计(净资产),40951800000.0,40169077000.0,39567481000.0,39504974000.0,33762279000.0,33471851000.0,32701855000.0,32071454000.0,31651008000.0,30926213000.0,30474874000.0,29977312000.0,30018952000.0,29247963000.0,28822338000.0,28242002000.0,28352561000.0,27603135000.0,26794115000.0,26158022000.0,26335715000.0,25623524000.0,24780108000.0,24089395000.0,24506386000.0,23667576000.0,23198423000.0,22625770000.0,22618792000.0,19994095000.0,19416203000.0,18762650392.0,18337898796.0,17715060000.0,17236149291.0,16761642721.0,16382872420.0,15971790066.0,15018840000.0,14949743419.0,14418880016.0,13711094285.0,13396551181.97,9826064000.0,8290579000.0,6774172531.0,5245446277.36,4462555188.84,3867491197.48,1830617938.48,1925071855.87,2003197163.93,
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,16492473000.0,-13883039000.0,-2990167000.0,-5617724000.0,3008556000.0,-11479592000.0,-5861621000.0,-4028955000.0,-10852789000.0,12326139000.0,11341601000.0,-828371000.0,-4133002000.0,52081383000.0,25216017000.0,21066164000.0,1102107000.0,13800757000.0,774871000.0,-2720655000.0,-931103000.0,33518427000.0,27839477000.0,15607812000.0,1395211000.0,1970631000.0,-1502189000.0,10841137000.0,-290208000.0,-17747006000.0,-21925340000.0,-9037958000.0,-17697956000.0,12630278000.0,4635186000.0,,,-202384394.0,-18592696000.0,,-548678600.0,,,-5495780000.0,2908459000.0,12022484041.0,13322765204.19,6783045717.15,2525513857.68,6147606799.24,-1555216000.0,3979323600.0,
常用指标,基本每股收益,0.17,0.6,0.46,0.33,0.16,0.58,0.43,0.3,0.15,0.55,0.43,0.3,0.15,0.55,0.4,0.28,0.14,0.63,0.46,0.32,0.16,0.62,0.45,0.3,0.17,0.61,0.46,0.31,0.17,0.59,0.45,0.3,0.15,0.53,,,,0.5,0.2544,,0.57,,,0.6023,0.5435,0.49,0.37,,,,,,
常用指标,每股净资产,8.07487,7.899155,7.763727,7.749019,7.581865,7.515936,7.343048,7.201154,7.106543,6.943645,6.842659,6.730361,6.740222,6.566746,6.47081,6.340386,6.36519,6.196694,6.014767,5.872083,5.912411,5.752212,5.565743,5.409773,5.503382,5.314536,5.209783,5.081243,5.079416,,,,,,,4.178959,4.095718,3.975797,3.738535,3.737435,3.587979,3.427773,3.333486,3.254224,2.743595,2.256327,1.747032,1.486137,1.289008,1.08558,1.141966,1.188311,
常用指标,每股现金流,3.710806,-3.123684,-0.672787,-1.263988,0.676925,-2.582908,-1.318864,-0.906514,-2.441877,2.773381,2.55186,-0.186383,-0.929925,11.718312,5.673604,4.739887,0.247974,3.10517,0.174345,-0.612147,-0.209498,7.541646,6.263882,3.511758,0.313922,0.443392,-0.337992,2.439256,-0.065296,,,,,,,,,-0.050596,-4.648174,,-0.137169,,,-1.831926,0.969486,4.007494,4.440921,2.261015,0.841837,3.646805,-0.922565,2.360563,
常用指标,净资产收益率(ROE),2.13,7.74,5.98,4.26,2.12,7.97,6.07,4.24,2.19,8.22,6.39,4.47,2.22,8.57,6.31,4.36,2.18,10.59,7.75,5.43,2.73,11.24,8.21,5.58,3.21,11.94,9.1,6.12,3.37,12.61,9.77,6.59,,12.66,,,,13.33,6.91,,16.64,,,20.22,22.08,,,,,,,,
常用指标,总资产报酬率(ROA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,毛利率,25.764423,25.150003,24.953968,26.853575,34.157639,29.371712,32.5693,35.924251,37.070213,33.120825,38.522582,40.128856,38.751391,37.760549,38.813055,40.243158,44.735868,42.519087,42.493023,44.884761,44.533927,43.236278,43.806995,46.12646,53.885048,46.573655,46.690736,47.699411,51.057838,48.590875,,55.054757,62.248823,52.741105,60.042817,58.743004,68.170832,60.317723,60.262456,66.1707,55.40523,54.561915,59.697438,59.031911,61.24075,61.517607,57.641136,51.07764,50.081736,31.445285,3.965867,4.788877,
