实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2020-06-11,年度分红,,,2.3,2020-06-18,2020-06-19,2020-06-19,,10派2.3元(含税),2019年报
2021-06-21,年度分红,,,2.22,2021-06-28,2021-06-29,2021-06-29,,10派2.22元(含税),2020年报
2022-06-21,年度分红,,,2.525,2022-06-28,2022-06-29,2022-06-29,,10派2.525元(含税),2021年报
2023-06-20,年度分红,,,2.714,2023-06-28,2023-06-29,2023-06-29,,10派2.714元(含税),2022年报
2024-06-20,年度分红,,,2.885,2024-06-27,2024-06-28,2024-06-28,,10派2.885元(含税),2023年报
2025-01-15,中期分红,,,1.944,2025-01-22,2025-01-23,2025-01-23,,10派1.944元(含税),2024半年报
2025-06-20,年度分红,,,1.102,2025-06-26,2025-06-27,2025-06-27,,10派1.102元(含税),2024年报
2026-01-15,中期分红,,,2.0336,2026-01-22,2026-01-23,2026-01-23,,10派2.0336元(含税),2025半年报
2026-06-09,年度分红,,,1.1755,2026-06-15,2026-06-16,2026-06-16,,10派1.1755元(含税),2025年报
