成长能力,归母净利润,25726000000.0,87404000000.0,76562000000.0,49228000000.0,25246000000.0,86479000000.0,75818000000.0,48815000000.0,25926000000.0,86270000000.0,75655000000.0,49564000000.0,26280000000.0,85224000000.0,73849000000.0,47114000000.0,24977000000.0,76170000000.0,64507000000.0,41010000000.0,21201000000.0,64199000000.0,52844000000.0,33658000000.0,20094000000.0,60933000000.0,54288000000.0,37381000000.0,18520000000.0,52311000000.0,46710000000.0,32523000000.0,16505000000.0,47683000000.0,40469000000.0,26600000000.0,13796000000.0,39801000000.0,23229000000.0,34859000000.0,30909570000.0,32567000000.0,29668000000.0,28371000000.0,23080000000.0,11436000000.0
成长能力,营业总收入,96162000000.0,355728000000.0,265080000000.0,179446000000.0,89363000000.0,348775000000.0,260349000000.0,176789000000.0,89430000000.0,342507000000.0,260122000000.0,176976000000.0,88163000000.0,334956000000.0,256931000000.0,173461000000.0,85170000000.0,318762000000.0,238358000000.0,157653000000.0,77330000000.0,286202000000.0,216263000000.0,146346000000.0,72171000000.0,276809000000.0,210365000000.0,141606000000.0,68426000000.0,260995000000.0,196364000000.0,132408000000.0,63239000000.0,224572000000.0,161345000000.0,105973000000.0,52450000000.0,188809000000.0,92781000000.0,189707000000.0,139187530000.0,173379000000.0,144714000000.0,126679000000.0,108887000000.0,77301000000.0
成长能力,净利润,25846000000.0,87623000000.0,76794000000.0,49415000000.0,25362000000.0,86716000000.0,75983000000.0,48885000000.0,25957000000.0,86424000000.0,75766000000.0,49638000000.0,26285000000.0,85355000000.0,73935000000.0,47170000000.0,25026000000.0,76532000000.0,64825000000.0,41244000000.0,21327000000.0,64318000000.0,52895000000.0,33673000000.0,20105000000.0,61036000000.0,54344000000.0,37422000000.0,18549000000.0,52384000000.0,46717000000.0,32547000000.0,16520000000.0,47709000000.0,40495000000.0,26592000000.0,13793000000.0,39776000000.0,23216000000.0,34857000000.0,30909570000.0,32567000000.0,29668000000.0,28371000000.0,23080000000.0,11436000000.0
成长能力,扣非净利润,25680000000.0,87971000000.0,76772000000.0,49333000000.0,25317000000.0,85576000000.0,75609000000.0,48686000000.0,25808000000.0,86163000000.0,75597000000.0,49502000000.0,26263000000.0,84940000000.0,73690000000.0,47012000000.0,24925000000.0,75528000000.0,64269000000.0,40895000000.0,21150000000.0,63382000000.0,52373000000.0,33256000000.0,20050000000.0,59719000000.0,53153000000.0,36842000000.0,,53966000000.0,,,,52295000000.0,,,,39286000000.0,,,,,,,,
成长能力,营业总收入增长率,7.608294,1.993548,1.817176,1.502921,-0.074918,1.830035,0.087266,-0.105664,1.43711,2.254325,1.241967,2.026392,3.514148,5.080279,7.79206,10.027084,10.138368,11.37658,10.216726,7.72621,7.1483,3.393314,2.803698,3.347315,5.473065,6.059119,7.130125,6.94671,8.278119,16.218851,21.802968,24.945033,20.570066,18.941364,,14.218428,,-0.473361,,9.417518,,19.808035,14.236771,16.339875,40.861049,
成长能力,归属母公司净利润增长率,1.901291,1.069623,0.981297,0.846051,-2.622849,0.242262,0.215451,-1.511177,-1.347031,1.227353,2.44553,5.200152,5.216799,11.886569,14.482149,14.884174,17.81048,18.646707,22.070622,21.843246,5.509107,5.359985,-2.659888,-9.959605,8.49892,16.482193,16.223506,14.937121,12.208421,9.705765,15.42168,22.266917,19.636126,19.803522,,14.512032,,14.177113,,7.037798,,9.77147,4.571569,22.92461,101.818817,
收益质量,经营活动净现金/销售收入,3.201326,1.158354,1.320265,1.0237,0.84705,1.13906,1.079278,0.740611,2.517566,0.768851,-0.109248,0.471798,0.274673,1.417839,0.502913,0.846956,1.685546,0.343695,-0.20887,1.066119,1.460028,0.565237,0.108936,-0.074679,1.188233,0.095527,0.411522,0.799902,5.059161,0.706929,0.388697,0.601096,-3.77838,-1.778262,-2.731339,-3.588649,-2.584156,1.167619,4.531143,4.910008,,3.92754,0.124638,1.522778,0.935722,-1.119713
收益质量,经营性现金净流量/营业总收入,3.201326,1.158354,1.320265,1.0237,0.84705,1.13906,1.079278,0.740611,2.517566,0.768851,-0.109248,0.471798,0.274673,1.417839,0.502913,0.846956,1.685546,0.343695,-0.20887,1.066119,1.460028,0.565237,0.108936,-0.074679,1.188233,0.095527,0.411522,0.799902,5.059161,0.706929,0.388697,0.601096,-3.77838,-1.778262,-2.731339,-3.588649,-2.584156,1.167619,4.531143,4.910008,,3.92754,0.124638,1.522778,0.935722,-1.119713
收益质量,成本费用率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收益质量,期间费用率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收益质量,销售成本率,71.238119,72.203481,67.032593,67.615327,69.415753,73.1635,68.095133,69.81147,67.875433,73.282589,68.162246,69.095244,66.575547,72.77732,67.901888,69.66465,66.228719,74.462137,69.665796,71.022435,68.695202,76.325462,73.709788,75.534691,68.646686,77.461715,72.575285,71.572532,53.332651,78.496139,74.313947,56.469397,55.827891,74.409543,61.659177,61.849716,61.077216,77.630833,72.346708,78.599629,73.146042,77.534764,76.041018,73.664143,74.509353,82.332699
收益质量,经营活动净现金/归属母公司的净利润,11.966337,4.714418,4.571144,3.731595,2.998296,4.593901,3.706098,2.682208,8.684178,3.052474,-0.375626,1.684629,0.921461,5.572538,1.749705,3.118266,5.747607,1.438322,-0.771792,4.098439,5.325409,2.519852,0.445821,-0.324707,4.267741,0.433968,1.594643,3.030175,18.705237,3.527078,1.635367,2.447191,-14.476885,-8.37506,-10.88952,-14.296992,-9.824514,5.538981,18.098239,26.720875,,20.909294,0.607961,6.799337,4.414558,-7.568642
收益质量,所得税/利润总额,6.493976,10.789953,11.894081,14.798786,6.93527,8.326285,8.632548,8.47905,9.746175,5.649624,8.539352,9.305512,10.789437,6.576988,10.466468,10.481468,13.083041,6.042674,10.384727,9.85115,11.959214,5.603498,7.800244,7.04999,11.283205,4.249745,7.807145,8.247928,10.408616,2.062183,7.452604,,,6.656101,11.55207,11.545753,12.950457,7.342527,11.16893,15.779936,18.21212,17.21026,15.461332,16.312203,17.817974,17.172448
财务风险,流动比率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务风险,速动比率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务风险,保守速动比率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务风险,资产负债率,94.081856,93.778284,93.733759,93.728568,94.367287,93.961636,93.832248,93.866041,93.823756,93.917222,94.02251,94.110396,93.934257,94.129541,93.951021,93.734458,93.645289,93.680036,93.625081,93.857887,93.721879,94.072805,94.087969,94.148229,93.970889,94.666783,94.939975,95.092376,95.133076,95.005228,94.974407,95.137357,95.132927,95.213819,95.136951,95.73046,95.756467,95.803243,96.442725,96.288137,96.755149,97.016524,97.469759,97.657218,97.82664,98.350158
财务风险,权益乘数,18.698913,19.440338,19.361794,19.399948,20.773381,20.322154,20.096342,20.215373,20.139474,20.280025,20.152329,20.366131,20.056727,20.186035,19.890771,20.195739,20.041729,20.286055,20.256991,20.764216,20.527377,20.741571,20.823419,20.997505,20.640133,21.38993,22.069968,22.463807,22.560942,22.884564,22.830092,21.942428,21.939416,23.679856,23.505235,23.643243,23.718054,25.222918,27.577036,29.659608,32.063067,36.092291,40.941379,44.139462,51.635931,60.611894
