选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,20031231,20021231,20011231
常用指标,归母净利润,8098000000.0,20086000000.0,21064000000.0,15053000000.0,7672000000.0,26334000000.0,21010000000.0,14886000000.0,7864000000.0,25624000000.0,20233000000.0,14238000000.0,7493000000.0,24760000000.0,19361000000.0,13574000000.0,7353000000.0,22226000000.0,18183000000.0,12583000000.0,6898000000.0,21484000000.0,16571000000.0,11514000000.0,6667000000.0,21441000000.0,18085000000.0,12869000000.0,6334000000.0,20002000000.0,16627000000.0,11854000000.0,5785000000.0,18733000000.0,15516000000.0,11079000000.0,5445000000.0,17802000000.0,14955000000.0,10621000000.0,5275000000.0,16839000000.0,14136000000.0,10036000000.0,4986000000.0,15623000000.0,12592000000.0,8847000000.0,4522000000.0,13454000000.0,11014000000.0,7801000000.0,4129297000.0,11674808000.0,9970916000.0,6400891000.0,3371344000.0,8946703000.0,7773483000.0,5099821000.0,2519913000.0,6803030000.0,5946632000.0,3902233000.0,2092081000.0,5633859000.0,4393143000.0,2923776000.0,1502893000.0,5417165000.0,4388923000.0,2901989000.0,1595537000.0,3348197000.0,2435670000.0,1310297000.0,550558000.0,2140408000.0,1656707000.0,1685595000.0,1383750000.0,,598265092.39,598343091.6
常用指标,营业总收入,19599000000.0,68036000000.0,51588000000.0,36218000000.0,17127000000.0,70420000000.0,52151000000.0,35851000000.0,17690000000.0,66711000000.0,49739000000.0,33414000000.0,16403000000.0,66276000000.0,51390000000.0,33943000000.0,17622000000.0,66275000000.0,49783000000.0,33372000000.0,17265000000.0,64299000000.0,48220000000.0,33185000000.0,17843000000.0,63129000000.0,48120000000.0,32742000000.0,16978000000.0,55488000000.0,41117000000.0,27366000000.0,13716000000.0,50353000000.0,38814000000.0,26498000000.0,13606000000.0,47456000000.0,36296000000.0,24655000000.0,12702000000.0,44081000000.0,32974000000.0,21518000000.0,10625000000.0,36878000000.0,27800000000.0,18220000000.0,8831000000.0,30659000000.0,23172000000.0,15734000000.0,7955960000.0,27816860000.0,20361718000.0,13307297000.0,6302155000.0,20727734000.0,15008708000.0,9746808000.0,4652872000.0,15635226000.0,11477824000.0,7376365000.0,3559396000.0,11894105000.0,8585881000.0,5591166000.0,2651212000.0,12304055000.0,8951202000.0,5716255000.0,2891067000.0,7641862000.0,5254866000.0,3142146000.0,1612314000.0,5827638000.0,4146540000.0,4201556000.0,4021093000.0,2615210000.0,1269176897.72,955994082.51
常用指标,营业成本,10071000000.0,47284000000.0,27636000000.0,18884000000.0,8254000000.0,41417000000.0,28675000000.0,19076000000.0,8717000000.0,38599000000.0,27135000000.0,17383000000.0,7805000000.0,39332000000.0,29891000000.0,18833000000.0,9201000000.0,40978000000.0,29122000000.0,19012000000.0,9234000000.0,39763000000.0,29110000000.0,19750000000.0,10019000000.0,37778000000.0,26112000000.0,16758000000.0,9489000000.0,31900000000.0,21384000000.0,13118000000.0,6766000000.0,27488000000.0,19501000000.0,12556000000.0,6803000000.0,25125000000.0,17694000000.0,11412000000.0,6080000000.0,23045000000.0,15127000000.0,8745000000.0,4322000000.0,17057000000.0,11698000000.0,6824000000.0,3116000000.0,13896000000.0,9383000000.0,5966000000.0,2705676000.0,13062066000.0,7688770000.0,5180225000.0,2008676000.0,9377159000.0,5019552000.0,3149922000.0,1426397000.0,7026149000.0,3895192000.0,2389853000.0,878452000.0,4739594000.0,2983103000.0,1853243000.0,673003000.0,5467089000.0,3303887000.0,2001033000.0,847680000.0,2980074000.0,1411184000.0,831933000.0,422824000.0,2765094000.0,1695091000.0,1906756000.0,2156013000.0,2069620000.0,1574851046.35,1150896229.27
常用指标,净利润,8123000000.0,20129000000.0,21105000000.0,15080000000.0,7687000000.0,26393000000.0,21060000000.0,14914000000.0,7883000000.0,25732000000.0,20321000000.0,14304000000.0,7536000000.0,24930000000.0,19486000000.0,13649000000.0,7388000000.0,22392000000.0,18326000000.0,12685000000.0,6933000000.0,21646000000.0,16702000000.0,11598000000.0,6724000000.0,21591000000.0,18211000000.0,12939000000.0,6374000000.0,20137000000.0,16691000000.0,11891000000.0,5811000000.0,18882000000.0,15626000000.0,11155000000.0,5481000000.0,17923000000.0,15036000000.0,10674000000.0,5294000000.0,16883000000.0,14177000000.0,10062000000.0,4999000000.0,15646000000.0,12605000000.0,8856000000.0,4526000000.0,13459000000.0,11022000000.0,7805000000.0,4130948000.0,11683854000.0,9978112000.0,6404597000.0,3372459000.0,8945985000.0,7773225000.0,5099469000.0,2520936000.0,6805574000.0,5949017000.0,3903433000.0,2092532000.0,5632796000.0,4391831000.0,2922524000.0,1502116000.0,5416584000.0,4388923000.0,2901989000.0,1595537000.0,3348197000.0,2435670000.0,1310297000.0,550558000.0,2140408000.0,1656707000.0,1685595000.0,1383750000.0,,598265092.39,598343091.6
常用指标,扣非净利润,8112000000.0,20140000000.0,21068000000.0,15051000000.0,7675000000.0,25909000000.0,20683000000.0,14602000000.0,7857000000.0,25411000000.0,20303000000.0,14276000000.0,7505000000.0,24744000000.0,19309000000.0,13543000000.0,7310000000.0,22338000000.0,18272000000.0,12671000000.0,6939000000.0,21566000000.0,16615000000.0,11568000000.0,6664000000.0,21649000000.0,18289000000.0,13062000000.0,6324000000.0,20058000000.0,16643000000.0,11873000000.0,5776000000.0,18761000000.0,15525000000.0,11081000000.0,5445000000.0,17830000000.0,14984000000.0,10620000000.0,5272000000.0,16803000000.0,14135000000.0,10055000000.0,5000000000.0,15608000000.0,12596000000.0,8837000000.0,4510374000.0,13424886000.0,10986602000.0,7779362000.0,4112049000.0,11666431000.0,9963406000.0,6399500000.0,3372000000.0,8912233000.0,7774038000.0,5100724000.0,2518866000.0,6809360000.0,5947443000.0,3906891000.0,2092195000.0,5628062000.0,4397371000.0,2929731000.0,1496774000.0,5336008000.0,4388927267.0,2919751000.0,1599114000.0,3370109000.0,,,550596000.0,2126928000.0,,1661408000.0,1314542000.0,,,
常用指标,股东权益合计(净资产),387760000000.0,378645000000.0,387145000000.0,384671000000.0,363022000000.0,355984000000.0,355083000000.0,339060000000.0,337710000000.0,328232000000.0,324485000000.0,318941000000.0,317801000000.0,310617000000.0,309458000000.0,303116000000.0,303677000000.0,297078000000.0,233152000000.0,227028000000.0,228209000000.0,221143000000.0,215674000000.0,213146000000.0,216793000000.0,208963000000.0,205331000000.0,199498000000.0,199376000000.0,194134000000.0,189644000000.0,183936000000.0,183365000000.0,176714000000.0,154075000000.0,149721000000.0,148601000000.0,143779000000.0,142922000000.0,125272000000.0,122002000000.0,116814000000.0,108103000000.0,103503000000.0,100500000000.0,96144000000.0,92082000000.0,87730000000.0,83663214000.0,78306000000.0,78021393000.0,76144179000.0,76163401000.0,71690714000.0,70116191000.0,67569901000.0,65561372000.0,50433523000.0,48227838000.0,46049711000.0,45123461000.0,42566884000.0,42671398000.0,40608290000.0,39908901000.0,37577771000.0,36444889000.0,35385586000.0,35169470000.0,33813633000.0,31271272000.0,28722559000.0,28448394000.0,26667945000.0,26136672000.0,,10320929000.0,9840292000.0,,7841683000.0,3475040000.0,6027320000.0,5603347744.42,4056615226.31
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,63921000000.0,378955000000.0,333319000000.0,166914000000.0,-11611000000.0,129547000000.0,73258000000.0,-23822000000.0,-12098000000.0,41978000000.0,10631000000.0,26832000000.0,-33582000000.0,126042000000.0,19497000000.0,3606000000.0,2926000000.0,-39561000000.0,-13292000000.0,-389000000.0,26255000000.0,18977000000.0,-11376000000.0,24888000000.0,-31852000000.0,20196000000.0,24894000000.0,64406000000.0,22112000000.0,37167000000.0,-3244000000.0,23414000000.0,-27862000000.0,12545000000.0,8309000000.0,7162000000.0,-20525000000.0,-5293000000.0,-39110000000.0,-93449000000.0,-124960000000.0,36419000000.0,42868000000.0,-27887000000.0,-19728000000.0,124487000000.0,34240000000.0,24297000000.0,1762000000.0,20842000000.0,22869000000.0,49389000000.0,-1850523000.0,-4365730000.0,-21828569000.0,17362590000.0,-26930482000.0,69555677000.0,43902487000.0,36284501000.0,-7370137000.0,33843239000.0,59736641000.0,38821401000.0,-5521874000.0,34990609000.0,7638583000.0,-2269898000.0,-5435700000.0,142701000.0,-6425685000.0,-8152307000.0,-1743752000.0,19186342000.0,-5788120000.0,6704274000.0,-13516589000.0,20720179000.0,5444323000.0,5599248000.0,20225130000.0,,,
常用指标,基本每股收益,0.38,0.78,0.96,0.69,0.36,1.09,0.97,0.68,0.37,1.06,0.93,0.65,0.35,1.02,0.89,0.62,0.35,1.02,0.84,0.57,0.33,0.98,0.76,0.52,0.32,0.98,0.83,0.58,0.3,0.91,0.76,0.54,0.27,0.99,0.82,0.58,0.3,0.96,0.82,0.58,0.35,1.11,0.93,0.66,0.39,1.23,0.99,0.7,0.43,1.27,1.04,0.74,0.47,1.38,1.19,0.79,0.46,1.2,1.04,0.68,0.4,1.09,,0.63,,0.9,,0.47,,,,,,,,,,,,,,,,
