实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2019-06-19,年度分红,,,1.5,2019-06-25,2019-06-26,2019-06-26,,10派1.5元(含税),2018年报
2020-06-09,年度分红,,,1.5,2020-06-15,2020-06-16,2020-06-16,,10派1.5元(含税),2019年报
2021-06-30,年度分红,,,1.5,2021-07-06,2021-07-07,2021-07-07,,10派1.5元(含税),2020年报
2022-07-02,年度分红,,,1.0,2022-07-07,2022-07-08,2022-07-08,,10派1元(含税),2021年报
2024-07-01,年度分红,,,1.0,2024-07-08,2024-07-09,2024-07-09,,10派1元(含税),2023年报
2025-07-02,年度分红,,,1.2,2025-07-08,2025-07-09,2025-07-09,,10派1.2元(含税),2024年报
2026-07-02,年度分红,,,1.2,2026-07-07,2026-07-08,2026-07-08,,10派1.2元(含税),2025年报
