date,open,close,high,low,amount
2016-07-01,3.21,3.22,3.22,3.2,678218.52
2016-07-04,3.21,3.25,3.27,3.21,1390062.9
2016-07-05,3.25,3.25,3.27,3.22,1360945.2
2016-07-06,3.25,3.25,3.27,3.24,971198.31
2016-07-07,3.25,3.26,3.26,3.24,890294.48
2016-07-08,3.25,3.23,3.26,3.23,630166.03
2016-07-11,3.23,3.25,3.27,3.23,973386.35
2016-07-12,3.25,3.3,3.31,3.24,1857138.17
2016-07-13,3.3,3.34,3.35,3.29,2081149.17
2016-07-14,3.33,3.32,3.33,3.3,1213269.55
2016-07-15,3.32,3.33,3.34,3.31,856798.87
2016-07-18,3.32,3.34,3.35,3.32,1532275.4
2016-07-19,3.34,3.32,3.35,3.31,1024257.99
2016-07-20,3.32,3.3,3.32,3.29,727818.36
2016-07-21,3.3,3.3,3.31,3.29,883799.1
2016-07-22,3.3,3.3,3.31,3.29,1184222.85
2016-07-25,3.3,3.33,3.33,3.3,752894.51
2016-07-26,3.32,3.36,3.36,3.32,916256.44
2016-07-27,3.35,3.34,3.37,3.3,1487095.22
2016-07-28,3.33,3.33,3.34,3.31,793635.65
2016-07-29,3.33,3.34,3.34,3.32,652601.49
2016-08-01,3.33,3.35,3.36,3.33,1065178.01
2016-08-02,3.35,3.36,3.36,3.34,598096.28
2016-08-03,3.35,3.34,3.36,3.33,820883.64
2016-08-04,3.33,3.32,3.34,3.31,833677.77
2016-08-05,3.32,3.33,3.34,3.31,672740.45
2016-08-08,3.33,3.34,3.35,3.32,634501.67
2016-08-09,3.34,3.36,3.36,3.33,827915.02
2016-08-10,3.35,3.35,3.36,3.35,720008.72
2016-08-11,3.35,3.4,3.41,3.35,1910075.81
2016-08-12,3.39,3.5,3.51,3.38,2382773.68
2016-08-15,3.5,3.56,3.6,3.49,2801851.3
2016-08-16,3.56,3.45,3.57,3.41,6348096.43
2016-08-17,3.43,3.44,3.45,3.41,1562195.27
2016-08-18,3.43,3.42,3.45,3.41,1874897.55
2016-08-19,3.42,3.43,3.43,3.41,847576.56
2016-08-22,3.42,3.45,3.46,3.41,1928893.75
2016-08-23,3.44,3.46,3.49,3.43,2452702.1
2016-08-24,3.46,3.46,3.47,3.43,1214917.59
2016-08-25,3.45,3.46,3.46,3.43,1167287.97
2016-08-26,3.45,3.45,3.46,3.44,768900.92
2016-08-29,3.45,3.43,3.45,3.41,1058981.64
2016-08-30,3.43,3.45,3.45,3.43,789741.31
2016-08-31,3.45,3.47,3.48,3.45,794687.76
2016-09-01,3.48,3.48,3.49,3.47,1034714.81
2016-09-02,3.47,3.47,3.48,3.45,1109554.45
2016-09-05,3.47,3.46,3.48,3.45,1325549.9
2016-09-06,3.46,3.46,3.47,3.45,1138234.91
2016-09-07,3.45,3.45,3.46,3.44,1058957.8
2016-09-08,3.45,3.45,3.46,3.44,679218.3
2016-09-09,3.45,3.44,3.46,3.44,555101.84
2016-09-12,3.43,3.38,3.43,3.37,1722230.43
2016-09-13,3.38,3.38,3.4,3.38,868210.13
2016-09-14,3.37,3.34,3.38,3.32,1498286.92
2016-09-19,3.33,3.35,3.35,3.32,1282302.44
2016-09-20,3.35,3.34,3.35,3.33,639658.94
2016-09-21,3.35,3.38,3.39,3.33,1149378.29
2016-09-22,3.38,3.39,3.41,3.38,831975.2
2016-09-23,3.39,3.4,3.41,3.38,614349.77
2016-09-26,3.4,3.37,3.4,3.36,1427348.71
2016-09-27,3.37,3.38,3.39,3.35,1026919.81
2016-09-28,3.38,3.36,3.38,3.35,647078.56
2016-09-29,3.36,3.37,3.37,3.36,629300.05
2016-09-30,3.36,3.37,3.38,3.36,558087.02
2016-10-10,3.38,3.4,3.4,3.37,878880.67
2016-10-11,3.4,3.4,3.41,3.39,787140.64
2016-10-12,3.4,3.39,3.4,3.38,567345.72
2016-10-13,3.39,3.38,3.39,3.37,573759.89
2016-10-14,3.38,3.38,3.38,3.36,482511.07
2016-10-17,3.38,3.36,3.38,3.36,705591.95
2016-10-18,3.36,3.39,3.4,3.36,858029.26
2016-10-19,3.39,3.38,3.41,3.38,572840.81
2016-10-20,3.39,3.39,3.4,3.38,574197.53
2016-10-21,3.39,3.4,3.4,3.37,962500.89
2016-10-24,3.4,3.43,3.46,3.39,1870429.89
2016-10-25,3.43,3.44,3.45,3.43,1163384.57
2016-10-26,3.44,3.41,3.44,3.4,1058846.41
2016-10-27,3.41,3.39,3.41,3.37,1173967.06
2016-10-28,3.39,3.41,3.41,3.38,1543649.39
2016-10-31,3.4,3.39,3.4,3.38,876778.72
2016-11-01,3.38,3.4,3.4,3.38,844768.64
