实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2021-07-05,年度分红,,,3.73,2021-07-08,2021-07-09,2021-07-09,,10派3.73元(含税),2020年报
2022-07-20,年度分红,,,3.9,2022-07-27,2022-07-28,2022-07-28,,10派3.9元(含税),2021年报
2023-07-13,年度分红,,,3.95,2023-07-19,2023-07-20,2023-07-20,,10派3.95元(含税),2022年报
2024-07-13,年度分红,,,4.08,2024-07-18,2024-07-19,2024-07-19,,10派4.08元(含税),2023年报
2025-01-18,季度分红,,,1.66,2025-01-23,2025-01-24,2025-01-24,,10派1.66元(含税),2024三季报
2025-06-04,年度分红,,,2.48,2025-06-09,2025-06-10,2025-06-10,,10派2.48元(含税),2024年报
2025-12-27,季度分红,,,1.684,2026-01-06,2026-01-07,2026-01-07,,10派1.684元(含税),2025三季报
2026-07-01,年度分红,,,2.797,2026-07-06,2026-07-07,2026-07-07,,10派2.797元(含税),2025年报
