实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2019-06-20,年度分红,,,1.6,2019-06-25,2019-06-26,2019-06-26,,10派1.6元(含税),2018年报
2020-05-20,年度分红,,,1.85,2020-05-26,2020-05-27,2020-05-27,,10派1.85元(含税),2019年报
2021-06-10,年度分红,,,1.9,2021-06-17,2021-06-18,2021-06-18,,10派1.9元(含税),2020年报
2022-06-13,年度分红,,,1.9,2022-06-17,2022-06-20,2022-06-20,,10派1.9元(含税),2021年报
2023-06-13,年度分红,,,1.65,2023-06-19,2023-06-20,2023-06-20,,10派1.65元(含税),2022年报
2024-07-25,年度分红,,,0.56,2024-07-31,2024-08-01,2024-08-01,,10派0.56元(含税),2023年报
2025-07-04,年度分红,,,1.0,2025-07-10,2025-07-11,2025-07-11,,10派1元(含税),2024年报
2026-07-06,年度分红,,,1.0,2026-07-09,2026-07-10,2026-07-10,,10派1元(含税),2025年报
