每股指标,每股净资产_最新股数,16.130078,15.141821,15.18084,15.071152,14.787715,14.617478,14.434357,14.143405,14.024754,13.472001,13.139052,12.733126,12.608514,12.070633,12.415572,11.996294,12.036382,11.684084,11.557838,11.094577,11.078143,9.726381,9.689082,9.335609,9.275182,8.83676,8.777756,8.405276,8.174497,7.761565,7.611205,7.276,7.12011,7.18254,7.13858,6.841119,6.836246,6.567395,6.514314,6.20605,6.172094,5.872671,4.98747,4.740788,4.647853,4.3861,,4.031717,3.717622,2.274577,1.779115,1.66834,1.567129,1.386803,1.113172,0.907712,0.83586,0.725016,0.599259,0.426519,0.492262,0.47159,0.123869,0.117636,0.113377,0.112636
每股指标,每股经营现金流,11.194787,14.227756,15.647396,11.539087,11.908076,-5.971067,-9.320552,-10.911991,-5.549311,1.28055,-2.611052,-1.956279,1.236319,1.528736,-3.343169,-1.220321,-7.293,1.463577,-2.909599,-6.055432,-2.262425,10.300766,7.838286,,,,,,,,,,,,-1.129894,-4.033643,-3.86263,-6.465015,-6.12668,-5.870875,-0.050336,5.34574,2.202479,2.432425,6.193382,8.051523,,2.641684,5.64569,6.947848,0.283046,,0.421334,2.894179,2.445189,0.24981,-1.273891,2.548701,-0.803162,1.384751,0.063647,,,,,
每股指标,每股现金流量净额,10.021192,1.039217,2.398553,-0.709215,0.122773,-0.872795,-1.812753,-1.331449,-1.886523,-0.05297,-1.105167,-1.790069,-2.166464,0.707407,-1.39721,-1.884561,-0.199439,1.584208,0.706243,0.859787,-0.619439,0.500644,0.916815,,,,,,,,,,,,4.690355,1.536991,3.230621,2.133016,2.748694,1.155308,4.88605,2.034936,0.544202,2.236052,5.669174,-0.911445,,-0.43488,2.91862,-0.758639,1.415158,,1.763567,-0.071852,-0.13419,-0.234671,-1.68935,1.582495,-0.931046,0.909041,1.158496,,,,,
每股指标,每股企业自由现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
每股指标,每股股东自由现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
每股指标,每股未分配利润,8.254783,8.097855,8.289268,7.802978,7.767092,7.299642,7.498476,7.095035,7.282723,6.838906,6.84522,6.452717,6.565877,6.151837,6.193286,5.774074,5.899869,5.509571,5.552455,5.146121,5.334806,5.468939,5.556027,,,,,,,,,,,,3.69494,3.360033,3.502778,3.152669,3.091311,2.793844,2.922067,2.605647,2.945947,2.636659,2.902411,2.570918,,2.246409,2.09809,2.254199,1.545267,1.424165,1.248457,1.036306,0.680694,0.387943,0.298196,0.243871,0.050884,-0.045721,0.061097,0.041927,0.126951,0.135304,0.126137,0.116087
每股指标,每股资本公积金,2.538071,2.228705,2.225986,2.225962,2.225949,2.225893,2.226191,2.226189,2.226176,2.226173,2.226165,2.226158,2.226145,2.226128,2.315392,2.315353,2.31567,2.315353,2.31356,2.31356,2.31356,1.496819,1.496819,,,,,,,,,,,,1.496819,1.496819,1.496819,1.496819,1.496819,1.496819,1.496819,1.496819,0.903666,0.903666,0.903666,0.903666,,0.903666,0.903666,-0.014065,-0.000139,-0.002272,-0.00818,-0.017199,-0.008775,0.006001,-0.000765,0.00234,0.010826,0.007614,0.000515,0.000527,0.002775,0.00296,0.002993,0.002993
每股指标,每股盈余公积金,1.615975,1.686278,1.533426,1.533427,1.53343,1.533433,1.395495,1.395495,1.395495,1.395496,1.260249,1.260251,1.260253,1.260256,1.125377,1.125383,1.125383,1.125383,0.995399,0.995399,0.995399,1.105999,0.96785,,,,,,,,,,,,,,,0.598784,,0.486788,,0.486788,,0.44551,,0.44551,,,0.341004,0.341332,0.246034,0.170497,0.170499,0.172344,0.116901,0.073556,0.041139,0.041139,0.013593,,0.088518,0.08399,0.427903,0.439261,0.408346,0.40834
每股指标,每股留存收益,9.870758,9.784133,9.822694,9.336406,9.300523,8.833076,8.893972,8.49053,8.678219,8.234403,8.10547,7.712968,7.82613,7.412093,7.318663,6.899457,7.025252,6.634954,6.547855,6.14152,6.330206,6.574939,6.523878,,,,,,,,,,,,3.69494,3.360033,3.502778,3.751454,3.091311,3.280633,2.922067,3.092435,2.945947,3.08217,2.902411,3.016428,,2.246409,2.439094,2.595531,1.791301,1.594662,1.418957,1.20865,0.797596,0.4615,0.339336,0.285011,0.064478,-0.045721,0.149616,0.125918,0.554855,0.574566,0.534483,0.524427
每股指标,每股营业收入,1.102014,4.349711,3.378866,2.20441,1.030719,3.936978,3.060662,2.060125,0.978802,3.802341,2.949312,2.007518,0.93066,3.875449,3.067267,1.947659,0.916489,4.177639,3.220122,2.093593,1.05231,4.172728,3.161643,,,,,,,,,,,,2.413115,1.62315,0.816145,3.064567,2.332984,1.561747,0.792009,2.734018,2.365013,1.569894,0.791443,2.761017,,1.333676,2.15216,2.294612,1.760683,1.250065,0.825199,1.364497,1.03632,0.946852,0.42778,0.767357,0.464893,0.411506,0.358666,0.135658,0.454616,0.648137,,
每股指标,每股营业总收入,1.102014,4.349711,3.378866,2.20441,1.030719,3.936978,3.060662,2.060125,0.978802,3.802341,2.949312,2.007518,0.93066,3.875449,3.067267,1.947659,0.916489,4.177639,3.220122,2.093593,1.05231,4.172728,3.161643,,,,,,,,,,,,2.413115,1.62315,0.816145,3.064567,2.332984,1.561747,0.792009,2.734018,2.365013,1.569894,0.791443,2.761017,,1.333676,2.15216,2.294612,1.760683,1.250065,0.825199,1.364497,1.03632,0.946852,0.42778,0.767357,0.464893,0.411506,0.358666,0.135658,0.454616,0.648137,,
每股指标,每股息税前利润,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
